,Date,FirstName,Headline,Injured,Injured_Status,Injury_Detail,Injury_Location,Injury_Side,Injury_Type,LastName,ListItemCaption,ListItemDescription,ListItemPubDate,PlayerID,Position,Priority,RotoId,Team,TeamCode,UpdateId,lastUpdate,player_code
10,1511645784,Kyle,Kyle Kuzma: May head back to bench Monday,NO,Healthy,,,,,Kuzma,"Kuzma, with the anticipated return of Larry Nance (thumb) Monday against the Clippers, may head back to the bench, Shahan Ahmed of NBC Los Angeles reports. According to coach Luke Walton, “I don’t see any reason not to put [Nance] back in the starting lineup.”","Though it's a strong possibility he'll head back to the bench, Kuzma's role shouldn't diminish to the point of fantasy irrelevance in the vast majority of formats. Prior to Nance's injury, Kuzma saw 28.1 minutes per game, posting 15.7 points and 5.7 rebounds while shooting 56.3 percent from the field. A final decision on the starting five will likely be made after Monday's morning shootaround when Nance's status becomes more clear.",11/25/2017 11:36:24 AM,,F,3,4167,LAL,lakers,270724,11/25/2017 11:36:24 AM,
11,1511643957,Larry,Larry Nance: Targeting Monday return,YES,GTD,Fracture,,Left,Thumb,Nance,Nance (thumb) was a full participant in Saturday’s practice and is targeting Monday’s matchup against the Clippers for a return.,"Nance appeared in just eight games before suffering a broken thumb, causing him to miss the past 11. In his stead, Kyle Kuzma and Julius Randle have seen role increases and have responded well. At the moment, it's unclear how each player's minutes will shake out with the return of Nance to the rotation. Prior to his injury, he was averaging 23.1 minutes per game, Kuzma was averaging 26.8 and Randle was seeing 19.0. Confirmation of Nance's status may arrive after Monday's morning shootaround.",11/25/2017 11:05:57 AM,1626204,F,3,3723,LAL,lakers,270723,11/25/2017 11:05:57 AM,larry_nance
12,1511643083,Hassan,Hassan Whiteside: Questionable Sunday,YES,GTD,,,Left,Knee,Whiteside,Whiteside is listed as questionable for Sunday’s game against the Bulls after missing Saturday’s practice with left knee soreness.,"Whiteside's knee soreness presumably stems from Friday's victory over the Timberwolves. He finished the game with 16 points (6-8 FG), 10 rebounds, one assist, one steal, and one block across just 24 minutes. Both Bam Adebayo and Jordan Mickey drew starts in games Whiteside missed earlier in the season, so one of them figure to draw another should he ultimately sit out Sunday. Kelly Olynyk would also figure to see a boost in minutes.",11/25/2017 10:51:23 AM,202355,C,3,3121,MIA,heat,270722,11/25/2017 10:51:23 AM,hassan_whiteside
13,1511640847,Devin,Devin Booker: Questionable Sunday,YES,GTD,,,,Knee,Booker,"The Suns have listed Booker as questionable for Sunday’s game against the Timberwolves due to a right toe inflammation, Jerry Zgoda of the Minneapolis Star Tribune reports.","This is the first we are hearing about a toe injury for Booker, but he presumably sustained it in Friday's loss to the Pelicans. He struggled in the game, recording 13 points (4-13 FG, 0-5 3PT, 5-5 FT), three rebounds, one assist, and one steal across 33 minutes. If he is unable to recover in time for Sunday's contest the Suns could opt to start both Tyler Ulis and Mike James at both guard spots or instead give Troy Daniels or Josh Jackson the start at shooting guard.",11/25/2017 10:14:07 AM,1626164,G,3,3711,PHX,suns,270721,11/25/2017 10:14:07 AM,devin_booker
14,1511640543,Jon,Jon Leuer: Shoots around Saturday,YES,Out,,,Left,Ankle,Leuer,"Leuer “did some shooting” Saturday, though remains day-to-day with no timetable for a return, Rod Beard of The Detroit News reports.","Leuer has appeared in just eight games this season, succumbing to a relatively severe left ankle injury. While it's encouraging to know he shot Saturday, there hasn't been significant enough progress in his recovery to tack on a timetable for a return.",11/25/2017 10:09:03 AM,202720,F,3,3220,DET,pistons,270720,11/25/2017 10:09:03 AM,jon_leuer
15,1511639644,Derrick,Derrick Walton: Called up to NBA,NO,Healthy,,,,,Walton,Walton was recalled from the G-League’s Sioux Falls Skyforce on Saturday.,"Walton has played just five minutes at the NBA level this season. As of right now, it appears the undrafted rookie out of Michigan will struggle to find playing time outside of the G-League.",11/25/2017 9:54:04 AM,,G,4,4220,MIA,heat,270719,11/25/2017 9:54:04 AM,
16,1511639271,Jonathon,Jonathon Simmons: Questionable Saturday with quad bruise,NO,Healthy,Bruise,,Right,Quadriceps,Simmons,"Simmons is questionable for Saturday’s game against the 76ers due to a right quad contusion, John Denton of OrlandoMagic.com reports.","Simmons presumably suffered the injury during Friday's game against Boston, though he played 24 minutes and managed to put up a solid 14 points. Regardless, he's seemingly feeling discomfort ahead of Saturday's contest and is questionable to take the floor. More word on his status should arrive as tipoff nears. If he's ultimately held out, Arron Afflalo and Terrance Ross would probably see extended run.",11/25/2017 9:47:51 AM,203613,G,3,3788,ORL,magic,270718,11/25/2017 9:47:51 AM,jonathon_simmons
17,1511639104,Jonathan,Jonathan Isaac: To remain out Saturday,YES,Out,Sprain,,Right,Ankle,Isaac,"Isaac (ankle) will be sidelined for Saturday’s game against the 76ers, John Denton of OrlandoMagic.com reports.","The team is optimistic that Isaac will return on their current road trip, but it won't be Saturday. In his stead, the team's other wing players such as Terrance Ross and Jonathon Simmons should continue seeing extended run.",11/25/2017 9:45:04 AM,,F,3,4103,ORL,magic,270717,11/25/2017 9:45:04 AM,
18,1511638062,Gary,Gary Payton: Slated to play Saturday,NO,Healthy,,,Not Specified,,Payton,"Payton (ankle) participated in shootaround and will “give it a try” for Saturday’s game against the Jazz, Matt Velazquez of the Milwaukee Journal Sentinel reports.","Payton sprained his ankle during Wednesday's game against the Suns. But, the long break seemingly helped him get healthy and he's expected to give it a go Saturday. Over the past three games, he's averaged 4.3 points across 9.7 minutes.",11/25/2017 9:27:42 AM,1627780,G,3,3919,MIL,bucks,270716,11/25/2017 9:27:42 AM,
19,1511635465,Kevin,Kevin Durant: Won't play Saturday,YES,Out,Sprain,,Left,Ankle,Durant,Durant (ankle) will be sidelined for Saturday’s matchup against the Pelicans.,"Durant continues to battle a left ankle sprain which, with Saturday's news, will have caused him to miss three of the past four games. In his stead Friday, Omri Casspi drew the start and played 25 minutes. Kevin Looney, Patrick McCaw and Nick Young also saw extended run.",11/25/2017 8:44:25 AM,201142,F,2,2811,GSW,warriors,270715,11/25/2017 8:44:25 AM,kevin_durant
20,1511634340,Andre,Andre Iguodala: Probable with sore knee Saturday,YES,GTD,Soreness,,Left,Knee,Iguodala,"Iguodala is probable for Saturday’s game against the Pelicans with a sore left knee, Connor Letourneau of the San Fransisco Chronicle reports.","Iguodala likely suffered the injury during Friday's game against the Bulls, as he played just 17 minutes and there was no news of an injury before the contest. That said, he's probable, so it seems minor overall. Look for more updates as the team ramps up their activity prior to tipoff.",11/25/2017 8:25:40 AM,2738,G,3,2527,GSW,warriors,270714,11/25/2017 8:25:40 AM,andre_iguodala
21,1511631314,Nicolas,Nicolas Batum: Questionable Saturday,NO,Healthy,Bruise,,Left,Elbow,Batum,Batum (elbow) is listed as questionable in advance of Saturday’s matchup against the Spurs.,"Batum is dealing with a bruise on the same elbow that caused him to miss the beginning of the season, though it doesn't seem to be serious considering his status Saturday. More word on his availability should emerge as the team ramps up thier activity throughout the day. If he's held out, Jeremy Lamb would likely draw another start.",11/25/2017 7:35:14 AM,201587,F,3,2821,CHA,hornets,270713,11/25/2017 7:35:14 AM,nicolas_batum
22,1511630773,CJ,CJ Miles: Absent again Saturday,YES,Out,,,,Personal,Miles,"Miles (personal) will not play during Saturday’s game against the Hawks, Blake Murphy of Raptors Republic reports.","Miles will be absent for a second straight game for personal reasons. In his stead, Normal Powell and OG Anunoby should help fill in time on the wing.",11/25/2017 7:26:13 AM,101139,G,3,2627,TOR,raptors,270712,11/25/2017 7:26:13 AM,cj_miles
23,1511630220,Mike,Mike Muscala: Out again Saturday,YES,Out,,,,Ankle,Muscala,"Muscala (ankle) will be sidelined for Saturday’s matchup against the Raptors, Michael Cunningham of the Atlanta Journal-Constitution reports.","Muscala will miss his 11th straight game Saturday. In his stead, Dewayne Dedmon and John Collins will seemingly continue holding down the majority of the minutes at the center spot.",11/25/2017 7:17:00 AM,203488,C,3,3463,ATL,hawks,270711,11/25/2017 7:17:00 AM,mike_muscala
24,1511630101,Luke,Luke Babbitt: Out Saturday vs. Raptors,YES,Out,,,,Back,Babbitt,"Babbitt (back) will not play during Saturday’s game against the Raptors, Michael Cunningham of the Atlanta Journal-Constitution reports.","Babbitt will miss his third straight game Saturday while nursing a back injury. In his stead, John Collins has been the main beneficiary, drawing two consecutive starts and posting 13.5 points, 7.5 rebounds, 3.0 assists and 2.0 steals in those contests.",11/25/2017 7:15:01 AM,202337,F,3,3106,ATL,hawks,270710,11/25/2017 7:15:01 AM,luke_babbitt
25,1511628728,Derrick,Derrick Jones: Assigned to G-League,NO,Healthy,,,,,Jones,Jones was assigned to the G-League’s Northern Arizona Suns.,"Jones has been assigned five times this season, bouncing back and forth between the NBA and the G-League. He's played just 33 minutes at the NBA level this year, though is averaging 31.5 minutes per game in the G-League, posting 14.3 points, 8.2 rebounds and 2.2 blocks per game.",11/25/2017 6:52:08 AM,1627884,F,4,4083,PHX,suns,270709,11/25/2017 6:52:08 AM,
26,1511628587,John,John Wall: Out two weeks,YES,Out,Inflammation,,Left,Knee,Wall,Wall (knee) will miss approximately two weeks after an MRI revealed that PRP (platelet-rich plasma) and viscosupplementation injections were necessary to reduce inflammation.,"Wall suffered the injury while banging knees with another player Nov. 7 against the Mavericks. He had been experiencing discomfort ever since and missed one game. Thankfully for Wall and the team, the procedure won't keep the star guard out for long. In his absence, Tim Frazier will probably start at point guard and see the bulk of the minutes there while Tomas Satoranksy likely receives backup run at the position. Shooting guard Bradley Beal may also take on more of a ballhandling role in Wall's absence.",11/25/2017 6:49:47 AM,202322,G,1,3097,WAS,wizards,270708,11/25/2017 6:49:47 AM,john_wall
27,1511627782,Enes,Enes Kanter: Questionable Saturday,YES,GTD,Spasms,,Not Specified,Back,Kanter,"Kanter (back) is questionable for Saturday’s game against the Rockets, Ian Begley of ESPN.com reports.","Kanter missed the first half of a back-to-back set Friday while nursing back spasms. He apparently didn't experience too much discomfort going through morning shootaround, so his status for Saturday is questionable. More word on his availability should emerge as the team ramps up their activity throughout the day. If he ends up being held out, Kyle O'Quinn and Willy Hernangomez would likely once again see additional run.",11/25/2017 6:36:22 AM,202683,C,3,3188,NYK,knicks,270707,11/25/2017 6:36:22 AM,enes_kanter
28,1511626451,Al-Farouq,Al-Farouq Aminu: Won't play Saturday,YES,Out,Sprain,,Right,Ankle,Aminu,"Aminu (ankle) will be sidelined for Saturday’s game against the Wizards, Jason Quick of NBC Sports Northwest reports.","Aminu will miss his 12th straight game Saturday as he continues to battle back from a right ankle sprain. In the meantime, other Blazers' forwards on the roster, like Noah Vonleh, should continue seeing a bump in workload and production.",11/25/2017 6:14:11 AM,202329,F,3,3110,POR,blazers,270706,11/25/2017 6:14:11 AM,al-farouq_aminu
29,1511625792,Ryan,Ryan Anderson: Expected to play Saturday,YES,GTD,Not Specified,,Not Specified,Illness,Anderson,"Anderson (illness) is expected to play during Saturday’s game against the Knicks, Jonathan Feigen of the Houston Chronicle reports.","Anderson missed the team's most recent game Wednesday against the Nuggets while dealing with an illness. After returning to practice Friday, however, he should be considered probable for Saturday's contest. More word on his status should emerge as the team ramps up their activity throughout the day.",11/25/2017 6:03:12 AM,201583,F,3,2923,HOU,rockets,270705,11/25/2017 6:03:12 AM,ryan_j_anderson
30,1511625601,Joel,Joel Embiid: Probable Saturday with cold,NO,Healthy,,,,Illness,Embiid,"Embiid is dealing with a cold but is considered probable for Saturday’s matchup against the Magic, Keith Pompey of The Philadelphia Inquirer reports.","The illness is seemingly minor, as he's expected to play. Embiid has been dominant over the past five games, posting 28.4 points, 12.4 rebounds, 3.2 assists and 2.6 blocks per game. More word on his availability should arrive as the team ramps up their activity throughout the day.",11/25/2017 6:00:01 AM,203954,C,2,3572,PHI,sixers,270704,11/25/2017 6:00:01 AM,joel_embiid
31,1511623260,Ante,Ante Zizic: Assigned to G-League,NO,Healthy,,,,,Zizic,Zizic was assigned to the G-League’s Canton Charge to suit up for the team’s game Saturday against the Long Island Nets.,"Zizic has played just 22 minutes at the NBA level this season, totaling seven points, seven rebounds and four blocks. A visit to the G-League should afford him some more time on the floor, giving him valuable in-game experience.",11/25/2017 5:21:00 AM,1627790,C,4,3889,CLE,cavaliers,270703,11/25/2017 5:21:00 AM,ante_zizic
32,1511623144,Cedi,Cedi Osman: Assigned to G-League,NO,Healthy,,,,,Osman,Osman was assigned to the G-League’s Canton Charge to play during the team’s game Saturday against the Long Island Nets.,"Osman has seen minutes here and there in the NBA, playing 55 total minutes in 11 appearances. The Cavaliers have opted to get him some more game experience by having him take the floor in the G-League.",11/25/2017 5:19:04 AM,,F,4,3764,CLE,cavaliers,270702,11/25/2017 5:19:04 AM,
33,1511622548,Aaron,Aaron Brooks: Plays just 13 minutes in starting lineup,NO,Healthy,,,,,Brooks,"Brooks started at point guard in Friday’s loss to Orlando with Jeff Teague (Achilles) sidelined. However, he scored just three points with two assists in 13 minutes.",It was odd that Brooks got the start since he's rarely played this season and Tyus Jones has served as the backup point guard. Jones played 33 minutes so Brooks likely got the nominal start as a veteran. Jones will likely get the bulk of playing time at point guard if Teague remains out.,11/25/2017 5:09:08 AM,201166,G,3,2842,MIN,timberwolves,270701,11/25/2017 5:09:08 AM,aaron_brooks
34,1511622251,Tyus,Tyus Jones: Gets extended action with Teague out,NO,Healthy,,,,,Jones,"Jones scored eight points with six assists, four steals and six rebounds in 33 minutes in Friday’s loss to Orlando.","Jeff Teague missed Friday's game with a sore right Achilles' tendon, so Jones got extended playing time. Although Jones is the backup point guard, Aaron Brooks got the start at the point. It likely was just a nominal start as Jones would be the point guard to get the most minutes if Teague remains out.",11/25/2017 5:04:11 AM,1626145,G,3,3739,MIN,timberwolves,270700,11/25/2017 5:04:11 AM,tyus_jones
35,1511620957,Jordan,Jordan Bell: Six blocks in Friday's start,NO,Healthy,,,,,Bell,"Bell scored seven points (3-4 FG, 1-1 FT) while adding six rebounds, six blocks, four assists and two steals in 26 minutes during Friday’s 143-94 rout of the Bulls.","Getting the start in place of Draymond Green (rest), Bell did a more than passable Green impression, doubling his blocks total on the season while setting new career highs in boards and assists and letting Steph Curry and Klay Thompson handle the scoring. Green is expected back in the lineup for Saturday's tilt against the Pelicans, sending Bell back to the bench, but the rookie at least gave a glimpse of his fantasy upside.",11/25/2017 4:42:37 AM,,F,3,4154,GSW,warriors,270699,11/25/2017 4:42:37 AM,
36,1511620730,Nick,Nick Young: Scores 17 off bench Friday,NO,Healthy,,,,,Young,"Young scored 17 points (7-12 FG, 3-6 3Pt) while adding six rebounds in 19 minutes off the bench during Friday’s 143-94 rout of the Bulls.","Chicago's defense offered very little resistance against Golden State's shooters, and Young took advantage to post his best scoring total of the season since he dropped 23 in the opener. His bench role has become more consistent lately, but as yet the court time hasn't translated into consistent production, and the veteran guard is averaging 9.1 points, 2.4 boards, 1.9 three-pointers and 1.1 steals in 16.1 minutes over his last eight games.",11/25/2017 4:38:50 AM,201156,G,3,2829,GSW,warriors,270698,11/25/2017 4:38:50 AM,nick_young
37,1511620499,Klay,Klay Thompson: Drops 29 in Friday's rout,NO,Healthy,,,,,Thompson,"Thompson scored 29 points (12-17 FG, 5-9 3Pt) while adding four rebounds, an assists, a steal and a block in only 26 minutes during Friday’s 143-94 rout of the Bulls.","It was like old times for the Splash Brothers, as Thompson and Steph Curry combined for 62 points while Kevin Durant (ankle) and Draymond Green (rest) were both out of the lineup. Green, at least, should be back in the lineup Saturday against the Pelicans, but if Durant remains sidelined Thompson will likely pick up some of the slack on offense again.",11/25/2017 4:34:59 AM,202691,G,3,3197,GSW,warriors,270697,11/25/2017 4:34:59 AM,klay_thompson
38,1511620288,Stephen,Stephen Curry: Erupts for 33 in Friday's rout,NO,Healthy,,,,,Curry,"Curry scored 33 points (10-18 FG, 4-11 3Pt, 9-9 FT) while adding seven rebounds, four assists and two steals in only 27 minutes during Friday’s 143-94 rout of the Bulls.","After Chicago came out of the first quarter with an improbable three-point lead, Curry took matters into his own hands, exploding for 26 in the second frame and putting the game out of reach before halftime. It's the third time in the last four games the 29-year-old has struck for 30 or more points, and it's no coincidence that his hot streak occurred while Kevin Durant has been nursing an ankle injury. If Durant remains sidelined Saturday against the Pelicans, don't be surprised if Curry posts huge scoring numbers once again.",11/25/2017 4:31:28 AM,201939,G,3,3014,GSW,warriors,270696,11/25/2017 4:31:28 AM,stephen_curry
39,1511619945,Jerian,Jerian Grant: Scores season-high 21 off bench Friday,NO,Healthy,,,,,Grant,"Grant scored 21 points (8-10 FG, 3-4 3Pt, 2-2 FT) while adding three rebounds and three assists in 28 minutes off the bench during Friday’s 143-94 loss to the Warriors.","It was Grant's best performance of the season, although it was wasted in a rout. With Kris Dunn now settling into the starting point guard spot, Grant should continue seeing solid minutes as the floor general for the Bulls' second unit, although the lack of talent around him will limit his fantasy potential in that role.",11/25/2017 4:25:45 AM,1626170,G,3,3649,CHI,bulls,270695,11/25/2017 4:25:45 AM,jerian_grant
40,1511619505,Tyson,Tyson Chandler: Just misses double-double in Friday's loss,NO,Healthy,,,,,Chandler,"Chandler scored 14 points (6-7 FG, 2-2 FT) while adding nine rebounds and a steal in 28 minutes during Friday’s 115-89 loss to the Pelicans.","It's just the third time this season that the veteran center has scored in double digits. Chandler wasn't able to do much to slow down Boogie Cousins and Anthony Davis on the defensive end, however, and he continues to appear very out of place in a Suns lineup that featured four other starters more than a decade younger than Chandler.",11/25/2017 4:18:25 AM,2199,C,3,2158,PHX,suns,270694,11/25/2017 4:18:25 AM,tyson_chandler
41,1511619180,T.J.,T.J. Warren: Scores team-high 18 in Friday's loss,NO,Healthy,,,,,Warren,"Warren scored 18 points (7-14 FG, 1-2 3Pt, 3-3 FT) while adding three blocks, two rebounds and an assist in 30 minutes during Friday’s 115-89 loss to the Pelicans.","The fourth-year forward has now scored in double digits in 11 straight games, averaging 20.3 points, 5.9 boards, 1.0 blocks and 0.9 steals over that stretch, and Warren is emerging as a solid complementary option to Devin Booker in the Suns' offense.",11/25/2017 4:13:00 AM,203933,F,3,3585,PHX,suns,270693,11/25/2017 4:13:00 AM,tj_warren
42,1511618877,Darius,Darius Miller: Just misses double-double Friday,NO,Healthy,,,,,Miller,"Miller scored 10 points (3-10 FG, 3-9 3Pt, 1-1 FT) while adding nine rebounds and three assists in 28 minutes off the bench during Friday’s 115-89 win over the Suns.","He got some extra run in the fourth quarter with the Pelicans taking a 32-point lead into the final frame, and Miller responded with a season high in boards. The 27-year-old has now drained multiple three-pointers in 10 of the last 11 games and he's even been picking up his pace, averaging 24.6 minutes, 12.2 points, 3.3 boards, 3.2 threes and 2.0 assists over his last six contests. With Anthony Davis and Boogie Cousins demanding so much defensive attention, Miller should continue seeing plenty of open looks and a steady role on the second unit as long as he's converting them.",11/25/2017 4:07:57 AM,203121,F,3,3332,NOP,pelicans,270692,11/25/2017 4:07:57 AM,darius_miller
43,1511618531,DeMarcus,DeMarcus Cousins: Another double-double Friday,NO,Healthy,,,,,Cousins,"Cousins scored 19 points (6-12 FG, 2-4 3Pt, 5-8 FT) while adding 10 rebounds, six assists and two steals in 30 minutes during Friday’s 115-89 win over the Suns.","The Pelicans took a 32-point lead into the fourth quarter, so their starters sat out the final frame, costing Cousins a possible shot at his eighth career triple-double. As it was, he had to settle for his 15th double-double of the season in 19 games. The former King is thriving alongside Anthony Davis, averaging career highs in boards, assists, steals and three-pointers so far in 2017-18.",11/25/2017 4:02:11 AM,202326,C,3,3098,NOP,pelicans,270691,11/25/2017 4:02:11 AM,demarcus_cousins
44,1511618287,Anthony,Anthony Davis: Scores game-high 23 in Friday's win,NO,Healthy,,,,,Davis,"Davis scored 23 points (9-12 FG, 5-7 FT) while adding nine rebounds, two assists and a block in 26 minutes during Friday’s 115-89 win over the Suns.","The Pelicans took a 32-point lead into the fourth quarter, so their starters sat out the final frame, likely costing Davis his third straight game with 20 or more points and 10 or more boards. He's traded a handful of blocks for three-pointers this season, but otherwise the 24-year-old is putting up his usual dominant numbers to begin the season.",11/25/2017 3:58:07 AM,203076,F,3,3297,NOP,pelicans,270690,11/25/2017 3:58:07 AM,anthony_davis
45,1511617292,Ish,Ish Smith: Scores 15 points Friday,NO,Healthy,,,,,Smith,"Smith scored 15 points (7-11 FG, 1-1 3 PT) to go along with three rebounds, four assists and two blocks over 22 minutes in Friday’s 99-98 win against Oklahoma City.","On Friday, Smith shot 63.6 percent en route to leading all bench scorers with 15 points. Smith, who averages 8.5 field goal attempts, has shot 50.0 percent or better in 12-of-18 games as a reserve. To be an effective scorer from the bench, the veteran guard needs to make the most of his limited opportunities on offense. So far, Smith has shot 51.0 percent from the floor for an average of 9.6 points in 19.7 minutes per game. While Smith does not provide a wealth of offense, he has scored in double-digits in 11 games this season with a high water mark of 17 points.",11/25/2017 3:41:32 AM,202397,G,3,3175,DET,pistons,270689,11/25/2017 3:41:32 AM,ish_smith
46,1511604924,Wayne,Wayne Ellington: Leads team in scoring with 21 points,NO,Healthy,,,,,Ellington,"Ellington finished with 21 points (6-9 FG, 6-9 3Pt, 3-3 FT), three rebounds and one steal in 27 minutes during Friday’s 109-97 victory over the Timberwolves.","Ellington poured in another six three-pointers, as he led the team in scoring from the bench. He is currently one of the hottest scorers from beyond the arc in the entire league, averaging five per game over his last three outings. He will not deliver much else in terms of stats, but is a great option as a three-point streamer in most league formats.",11/25/2017 12:15:24 AM,201961,G,3,3015,MIA,heat,270688,11/25/2017 12:15:24 AM,wayne_ellington
47,1511604697,Hassan,Hassan Whiteside: Double-doubles again in easy victory,YES,GTD,,,,,Whiteside,"Whiteside finished with 16 points (6-8 FG, 4-4 FT), 10 rebounds, one assist, one steal and one block in 24 minutes during Friday’s 109-97 victory over Minnesota.","Whiteside collected his first double-double in his last four games, as he helped his team to a comfortable victory. Given the nature of the scoreline, he was able to play limited minutes. Had he seen more action, he could have finished with a more impressive line. He was able to contain Kary-Anthony Towns, playing a big role in securing the victory. One of the biggest positive to come from this season, is his improvement from the free-throw line. He is currently shooting 73 percent from the charity stripe, well up from his 63 percent last season.",11/25/2017 12:11:37 AM,202355,C,3,3121,MIA,heat,270687,11/25/2017 12:11:37 AM,hassan_whiteside
48,1511604394,Andrew,Andrew Wiggins: Scores 18 points in loss,NO,Healthy,,,,,Wiggins,"Wiggins totaled 18 points (6-14 FG, 0-3 3Pt, 6-8 FT), three rebounds, three steals, two assists and one block across 38 minutes in Friday’s 109-97 loss to Miami.","Wiggins finished Friday's game with a nice line, despite the low scoring effort. The Timberwolves appeared lost on offense without Jeff Teague (Achilles), and were never really in the game. Wiggins has been steady this season, and is doing about what owner would have expected. His defensive efforts have been better than last season, however, with his steals currently sitting at 1.3 per game. He has collected at least one steal in eight of his past nine games, something that owners have been hoping for, for the past two seasons.",11/25/2017 12:06:34 AM,203952,F,3,3571,MIN,timberwolves,270686,11/25/2017 12:06:34 AM,andrew_wiggins
